id|school|sex|age|address|famsize|Pstatus|Medu|Fedu|Mjob|Fjob|reason|guardian|traveltime|studytime|failures|schoolsup|famsup|paid|activities|nursery|higher|internet|romantic|famrel|freetime|goout|Dalc|Walc|health|absences|pass
43|GP|M|15|U|GT3|T|2|2|services|services|course|father|1|1|0|yes|yes|no|no|yes|yes|yes|no|5|4|1|1|1|1|0|True
223|GP|F|17|R|GT3|T|4|3|teacher|other|reputation|mother|2|3|0|no|yes|no|yes|yes|yes|yes|yes|4|4|2|1|1|4|0|True
64|GP|F|15|U|LE3|T|4|3|services|services|reputation|father|1|2|0|yes|no|no|yes|yes|yes|yes|yes|4|4|4|2|4|2|0|True
536|MS|M|15|U|LE3|A|2|2|other|other|reputation|mother|3|4|0|no|yes|no|yes|yes|yes|no|no|5|4|5|2|3|5|8|True
404|GP|F|17|U|GT3|T|2|1|services|other|reputation|mother|1|2|0|no|yes|no|yes|yes|yes|yes|no|4|3|5|2|4|4|4|True
160|GP|F|15|U|GT3|T|1|2|at_home|services|course|father|1|2|0|no|no|no|no|no|yes|no|yes|2|3|4|2|4|1|6|True
367|GP|F|17|U|LE3|T|2|1|other|other|home|father|1|2|0|no|no|no|yes|yes|yes|yes|no|4|2|3|2|2|2|2|True
216|GP|F|17|U|GT3|T|1|1|other|other|course|mother|1|2|0|no|yes|no|no|no|yes|no|no|4|4|4|1|3|1|0|True
600|MS|M|17|R|GT3|T|1|1|other|services|other|father|3|1|0|no|no|no|no|no|no|no|no|4|2|3|3|4|4|4|True
470|MS|F|15|R|GT3|T|3|3|services|other|reputation|mother|1|2|0|no|yes|no|no|yes|yes|yes|yes|4|5|4|1|1|1|4|True
309|GP|M|18|U|GT3|T|4|2|health|other|reputation|father|1|2|0|no|yes|no|yes|yes|yes|yes|yes|5|4|5|1|3|5|4|True
28|GP|M|16|U|LE3|A|3|4|services|other|home|mother|1|2|0|yes|yes|yes|yes|yes|yes|yes|no|5|3|3|1|1|5|2|True
269|GP|M|16|U|LE3|T|4|3|teacher|other|course|mother|1|1|0|no|no|no|yes|no|yes|yes|no|5|4|5|1|1|3|7|True
117|GP|M|16|U|GT3|T|3|3|other|services|home|father|2|1|0|no|no|no|yes|yes|yes|yes|no|5|4|2|1|1|5|6|True
3|GP|F|15|U|GT3|T|4|2|health|services|home|mother|1|3|0|no|yes|no|yes|yes|yes|yes|yes|3|2|2|1|1|5|0|True
395|GP|M|18|U|GT3|T|4|4|teacher|services|home|father|1|2|0|no|yes|no|yes|yes|yes|yes|no|4|3|3|2|2|2|0|True
187|GP|F|16|U|GT3|T|1|3|at_home|services|home|mother|1|2|0|no|no|no|yes|no|yes|yes|yes|4|3|5|1|1|3|0|True
507|MS|F|17|U|LE3|T|1|1|other|services|course|father|1|3|0|no|yes|no|no|yes|yes|no|yes|4|3|3|1|1|3|0|True
195|GP|M|16|U|GT3|T|3|3|services|other|home|mother|1|2|0|no|no|no|yes|yes|yes|yes|yes|4|2|3|1|2|3|0|True
533|MS|F|16|U|LE3|T|2|1|other|services|other|mother|1|2|0|no|no|no|no|yes|yes|yes|yes|3|2|2|1|1|3|0|True
375|GP|F|17|U|LE3|T|0|2|at_home|at_home|home|father|2|3|0|no|no|no|no|yes|yes|yes|no|3|3|3|2|3|2|0|True
479|MS|F|17|U|GT3|T|2|2|other|at_home|course|mother|1|1|0|no|yes|no|yes|yes|no|no|no|4|5|3|1|1|5|4|True
286|GP|M|17|R|GT3|T|2|1|other|other|course|mother|1|1|0|no|no|no|no|no|yes|yes|no|4|4|2|2|4|5|0|True
333|GP|F|17|U|GT3|T|1|1|services|teacher|reputation|mother|1|3|0|no|yes|no|no|yes|yes|yes|no|4|3|3|1|1|3|0|True
221|GP|F|16|U|GT3|T|4|3|teacher|other|other|mother|1|2|0|no|no|no|yes|yes|yes|yes|yes|1|3|2|1|1|1|4|True
244|GP|F|17|U|LE3|T|4|3|health|other|reputation|father|1|2|0|no|no|no|yes|yes|yes|yes|yes|3|2|3|1|2|3|0|True
609|MS|F|18|U|GT3|T|1|2|at_home|at_home|course|father|2|2|0|no|yes|no|no|yes|no|no|no|4|1|1|1|1|4|0|True
68|GP|F|15|R|LE3|T|2|2|health|services|reputation|mother|2|2|0|yes|yes|no|no|yes|yes|yes|no|4|1|3|1|3|4|0|True
340|GP|M|17|U|GT3|T|3|3|health|other|home|mother|1|1|0|no|yes|no|no|yes|yes|yes|no|4|4|3|1|3|5|0|True
449|MS|F|15|R|GT3|T|1|2|other|services|course|mother|2|1|0|no|no|no|no|yes|yes|no|no|5|1|2|1|1|1|3|True
72|GP|F|15|R|GT3|T|1|1|other|other|reputation|mother|1|2|0|yes|yes|no|no|no|yes|yes|yes|3|3|4|2|4|5|2|True
271|GP|F|17|U|GT3|T|4|4|teacher|services|course|mother|1|2|0|no|yes|yes|no|yes|yes|yes|yes|5|3|1|1|4|5|2|True
403|GP|F|17|U|GT3|T|2|1|services|other|course|mother|2|2|0|no|yes|no|yes|yes|yes|yes|yes|4|3|4|2|2|1|10|True
73|GP|M|16|U|GT3|T|3|1|other|other|reputation|mother|1|1|0|no|no|no|yes|yes|yes|no|no|5|3|2|2|2|5|0|True
290|GP|F|19|U|GT3|T|2|2|services|services|home|mother|1|2|0|no|yes|no|no|yes|yes|yes|no|4|3|3|1|1|5|0|True
324|GP|M|18|U|GT3|T|1|2|at_home|other|home|other|2|1|0|no|no|no|no|no|no|yes|no|3|4|4|2|4|4|10|True
63|GP|F|16|U|GT3|T|4|3|teacher|health|home|mother|1|3|0|yes|yes|no|yes|yes|yes|yes|no|3|4|4|2|4|4|0|True
611|MS|F|18|R|GT3|T|2|2|services|other|home|mother|2|3|0|no|no|no|no|yes|yes|yes|yes|4|2|1|1|1|4|5|True
435|MS|F|15|R|LE3|T|1|1|at_home|services|reputation|father|2|2|0|no|yes|no|no|yes|yes|yes|no|5|4|3|1|2|4|0|True
249|GP|M|16|U|GT3|T|3|2|at_home|other|reputation|mother|2|3|0|no|no|no|yes|yes|yes|yes|yes|5|3|3|1|3|2|0|True
615|MS|F|17|U|LE3|A|3|2|services|other|reputation|mother|2|2|0|no|no|no|no|yes|yes|no|yes|1|2|3|1|2|5|0|True
245|GP|M|17|R|GT3|T|2|2|other|other|course|father|2|2|0|no|yes|no|yes|yes|yes|yes|no|4|5|2|1|1|1|0|True
377|GP|M|18|U|GT3|T|4|4|other|other|course|mother|1|3|0|no|no|no|yes|yes|yes|yes|no|4|3|3|2|2|3|0|True
40|GP|F|16|U|LE3|T|2|2|other|other|home|mother|2|2|0|no|yes|no|yes|no|yes|yes|yes|3|3|3|1|2|3|16|True
214|GP|F|16|U|GT3|T|4|3|health|other|home|mother|1|2|0|no|yes|no|yes|yes|yes|yes|no|4|3|5|1|5|2|2|True
457|MS|M|17|R|LE3|T|1|2|at_home|services|reputation|mother|1|1|0|no|yes|no|yes|yes|yes|yes|no|5|5|5|5|5|3|4|True
620|MS|F|17|U|LE3|T|4|4|at_home|at_home|course|mother|1|2|0|no|yes|no|yes|yes|yes|yes|yes|2|3|4|1|1|1|4|True
27|GP|M|15|U|GT3|T|4|2|health|services|other|mother|1|1|0|no|no|no|no|yes|yes|yes|no|2|2|4|2|4|1|0|True
231|GP|M|18|U|LE3|T|3|3|services|health|home|father|1|2|0|no|yes|no|no|yes|yes|yes|no|3|2|4|2|4|4|10|True
553|MS|M|17|U|LE3|A|1|0|other|other|home|mother|1|1|0|no|no|no|no|yes|yes|no|yes|4|1|2|1|1|5|4|True
362|GP|F|18|U|GT3|T|4|4|teacher|other|course|mother|1|2|0|no|yes|no|no|yes|yes|yes|no|4|4|4|3|3|5|0|True
452|MS|F|16|R|GT3|T|2|2|other|other|course|mother|3|2|0|no|yes|no|no|yes|yes|yes|no|4|4|5|1|1|4|4|True
630|MS|F|18|R|LE3|T|4|4|other|other|reputation|mother|2|3|0|no|no|no|no|yes|yes|yes|no|5|4|4|1|1|1|0|True
273|GP|F|17|U|GT3|T|3|3|services|other|home|mother|2|3|0|no|yes|no|no|yes|yes|yes|yes|4|2|2|2|3|5|10|True
135|GP|F|16|U|GT3|A|3|4|services|other|course|father|1|1|0|no|no|no|no|yes|yes|yes|no|3|2|1|1|4|5|12|True
341|GP|F|19|U|GT3|T|4|4|health|other|reputation|other|2|2|0|no|yes|no|yes|yes|yes|yes|no|2|3|4|2|3|2|2|True
385|GP|F|18|U|GT3|T|2|2|at_home|other|course|mother|4|2|0|no|no|no|yes|yes|yes|no|yes|4|2|5|1|1|2|2|True
337|GP|F|17|U|GT3|T|4|3|health|services|reputation|mother|1|3|0|no|yes|no|no|yes|yes|yes|no|4|2|2|1|2|3|0|True
612|MS|M|17|R|GT3|T|4|3|services|other|home|mother|2|2|1|no|yes|yes|yes|no|yes|yes|yes|4|5|5|1|3|2|4|True
83|GP|M|15|U|LE3|T|2|2|services|services|home|mother|2|2|0|no|no|yes|yes|yes|yes|yes|no|5|3|3|1|3|4|2|True
466|MS|M|15|U|GT3|T|3|1|other|services|home|mother|2|1|0|no|yes|no|no|yes|yes|no|no|3|2|3|1|3|4|0|True
124|GP|F|16|U|GT3|T|2|2|other|other|home|mother|1|2|0|no|no|no|no|yes|yes|yes|yes|5|4|4|1|1|5|0|True
57|GP|M|15|U|GT3|T|4|4|teacher|health|reputation|mother|1|2|0|no|yes|no|yes|yes|yes|no|no|3|2|2|1|1|5|8|True
648|MS|M|18|R|LE3|T|3|2|services|other|course|mother|3|1|0|no|no|no|no|no|yes|yes|no|4|4|1|3|4|5|4|True
303|GP|F|17|U|GT3|T|3|3|other|other|home|mother|1|3|0|no|no|no|yes|no|yes|no|no|3|2|3|1|1|4|2|True
344|GP|M|18|U|LE3|T|4|4|teacher|teacher|home|mother|1|1|0|no|yes|no|no|yes|yes|yes|yes|1|4|2|2|2|1|0|True
237|GP|M|18|U|GT3|T|2|2|other|other|home|mother|2|2|3|no|yes|yes|no|yes|yes|yes|no|3|3|3|5|5|4|9|True
549|MS|F|17|R|GT3|T|4|2|other|other|course|mother|2|2|0|yes|yes|no|no|no|yes|yes|no|4|3|3|2|3|5|0|True
394|GP|F|17|R|GT3|A|3|2|other|other|home|mother|1|2|0|no|yes|no|no|yes|yes|yes|no|4|3|3|2|3|2|0|True
391|GP|F|17|U|GT3|T|3|4|services|other|course|mother|1|3|0|no|no|no|no|yes|yes|yes|no|4|4|5|1|3|5|8|True
70|GP|M|16|U|GT3|T|3|1|other|other|reputation|father|2|4|0|no|yes|no|no|yes|yes|yes|no|4|3|2|1|1|5|2|True
346|GP|M|17|U|LE3|T|4|4|other|teacher|home|father|2|1|0|no|no|no|no|yes|yes|yes|no|4|1|1|2|2|5|0|True
98|GP|F|16|U|GT3|T|4|4|other|other|reputation|mother|1|1|0|no|no|no|yes|no|yes|yes|no|5|3|4|1|2|1|4|True
343|GP|F|18|U|GT3|T|4|3|other|other|reputation|father|1|4|0|no|yes|no|no|yes|yes|yes|no|4|3|3|1|1|3|0|True
540|MS|F|17|U|GT3|T|3|2|at_home|other|home|mother|2|1|0|no|no|no|no|yes|yes|no|yes|4|3|3|2|2|1|5|True
247|GP|M|16|U|GT3|T|4|4|health|other|reputation|father|1|2|0|no|yes|no|yes|yes|yes|yes|no|4|2|4|2|4|1|0|True
261|GP|F|17|R|GT3|T|2|1|at_home|services|course|mother|3|2|0|no|no|no|yes|yes|yes|no|no|2|1|1|1|1|3|2|True
352|GP|M|19|R|GT3|T|3|3|other|services|reputation|father|1|2|0|no|no|no|yes|yes|yes|no|yes|4|5|3|1|2|5|0|True
235|GP|F|17|U|GT3|T|1|1|at_home|other|reputation|mother|1|3|0|no|yes|no|yes|yes|yes|no|yes|4|3|4|1|1|5|12|True
129|GP|M|16|U|GT3|T|2|3|other|other|course|mother|2|3|0|no|yes|no|no|no|yes|yes|yes|3|2|3|2|2|1|4|True
189|GP|M|17|U|LE3|T|4|3|teacher|other|course|mother|2|2|0|no|no|no|yes|yes|yes|yes|no|4|4|4|4|4|4|0|True
285|GP|M|16|R|GT3|T|2|1|other|other|course|mother|2|1|0|no|no|no|yes|no|yes|no|no|3|3|2|1|3|3|2|True
607|MS|F|17|R|LE3|A|2|1|services|other|reputation|mother|2|2|0|no|no|no|yes|yes|yes|yes|yes|5|3|3|1|2|2|5|True
574|MS|M|20|R|GT3|T|1|1|other|other|course|other|2|1|1|no|yes|no|no|yes|no|yes|yes|4|4|3|2|4|4|12|True
382|GP|F|17|U|GT3|T|3|3|at_home|other|course|mother|1|1|0|no|yes|yes|yes|yes|yes|yes|no|4|2|5|2|5|5|2|True
425|MS|F|15|R|GT3|T|1|1|at_home|services|other|mother|1|1|1|no|yes|no|no|yes|yes|no|yes|4|1|3|1|1|2|6|True
151|GP|M|16|U|GT3|T|4|4|services|services|course|mother|1|3|0|no|yes|no|yes|yes|yes|yes|no|5|3|3|1|3|5|0|True
103|GP|F|15|U|GT3|T|3|2|services|other|home|mother|2|2|0|yes|yes|no|no|yes|yes|yes|no|4|3|5|1|1|2|16|True
353|GP|F|18|U|GT3|T|1|4|other|teacher|home|mother|1|2|0|yes|yes|no|no|no|yes|no|yes|3|4|4|1|2|5|2|True
331|GP|M|17|U|GT3|T|1|1|other|other|reputation|father|1|2|0|no|no|no|no|no|yes|yes|no|4|3|3|1|2|4|0|True
383|GP|M|18|U|LE3|T|2|2|other|other|course|mother|1|4|0|no|yes|yes|yes|yes|yes|yes|no|4|5|5|2|4|5|0|True
327|GP|F|18|R|LE3|T|1|1|at_home|other|reputation|mother|2|4|0|no|yes|no|yes|yes|yes|no|no|5|2|2|1|1|3|2|True
451|MS|M|16|R|GT3|T|1|2|other|other|course|father|2|2|0|no|no|no|no|yes|yes|no|no|4|3|3|1|1|5|0|True
48|GP|M|15|U|GT3|T|4|2|teacher|other|home|mother|1|2|0|no|yes|no|no|yes|yes|no|no|4|3|3|2|2|5|4|True
308|GP|F|18|R|GT3|T|4|4|teacher|other|reputation|mother|2|2|0|no|no|no|yes|yes|yes|yes|no|4|3|4|2|2|4|8|True
602|MS|F|18|U|LE3|T|2|2|services|services|course|father|2|3|0|no|no|no|no|yes|yes|yes|yes|5|4|5|1|4|3|0|True
134|GP|F|17|U|LE3|T|2|2|other|other|course|father|1|1|0|no|yes|no|no|yes|yes|yes|yes|3|4|4|1|3|5|2|True
152|GP|M|16|U|LE3|T|2|2|services|services|reputation|father|2|1|0|no|yes|no|yes|yes|yes|yes|no|2|3|3|2|2|2|4|True
17|GP|F|16|U|GT3|T|3|3|other|other|reputation|mother|3|2|0|yes|yes|no|yes|yes|yes|no|no|5|3|2|1|1|4|2|True
181|GP|F|16|U|GT3|T|4|2|health|services|home|father|1|2|0|no|no|no|no|yes|yes|yes|yes|4|2|3|1|1|3|0|True
390|GP|F|18|R|GT3|T|2|2|at_home|other|course|mother|2|4|0|no|no|no|yes|yes|yes|no|no|4|4|4|1|1|4|6|True
93|GP|F|16|U|GT3|T|4|2|teacher|services|home|mother|2|2|0|no|yes|no|yes|yes|yes|yes|no|5|3|3|1|1|1|2|True
412|GP|F|18|U|LE3|T|4|2|teacher|other|course|mother|1|2|0|no|yes|no|yes|yes|yes|yes|no|4|2|2|1|1|3|0|True
236|GP|F|16|U|GT3|T|2|3|services|teacher|other|mother|1|2|0|yes|no|no|no|yes|yes|yes|no|2|3|1|1|1|3|0|True
296|GP|M|18|U|GT3|T|2|1|other|other|home|mother|1|2|0|no|no|no|yes|yes|yes|yes|no|5|2|4|1|2|4|2|True
354|GP|F|18|U|GT3|T|2|1|services|other|course|mother|2|2|0|no|yes|no|yes|yes|yes|yes|no|5|3|3|1|2|1|2|True
230|GP|F|17|U|GT3|T|4|3|other|other|reputation|mother|1|2|0|no|no|no|no|yes|yes|yes|yes|3|4|5|2|4|1|16|True
21|GP|M|15|U|GT3|T|4|4|health|health|other|father|1|1|0|no|yes|yes|no|yes|yes|yes|no|5|4|2|1|1|5|0|True
332|GP|F|18|U|GT3|T|2|2|at_home|at_home|other|mother|1|3|0|no|yes|no|no|yes|yes|yes|no|4|3|3|1|2|2|0|True
182|GP|F|16|U|GT3|T|2|2|other|other|home|mother|1|2|0|no|yes|no|no|no|yes|yes|no|5|1|5|1|1|4|0|True
145|GP|F|16|U|GT3|A|3|3|other|other|course|other|2|1|0|no|yes|no|yes|no|yes|yes|yes|4|3|2|1|1|5|4|True
272|GP|M|17|R|GT3|T|1|1|other|other|home|father|2|3|0|no|no|no|no|no|yes|yes|yes|4|3|3|1|1|1|2|True
39|GP|F|15|R|GT3|T|2|2|at_home|other|reputation|mother|1|1|0|yes|yes|no|yes|yes|yes|no|no|4|3|1|1|1|2|8|True
91|GP|F|15|U|GT3|T|4|3|services|other|reputation|mother|1|1|0|no|no|no|yes|yes|yes|yes|no|4|5|5|1|3|1|6|True
326|GP|M|17|U|LE3|A|3|2|teacher|services|home|mother|1|1|0|no|no|no|no|yes|yes|yes|no|4|4|4|3|4|3|18|True
8|GP|M|15|U|LE3|A|3|2|services|other|home|mother|1|2|0|no|yes|no|no|yes|yes|yes|no|4|2|2|1|1|1|0|True
406|GP|F|17|U|GT3|T|3|1|other|at_home|home|mother|1|1|1|no|yes|yes|no|yes|yes|yes|yes|4|1|2|1|1|3|6|True
477|MS|M|15|U|GT3|T|3|3|services|services|course|father|2|1|0|no|yes|no|yes|no|yes|yes|no|4|3|3|2|4|3|11|True
409|GP|M|18|U|LE3|A|3|4|other|other|reputation|other|1|2|0|no|no|no|yes|yes|yes|yes|yes|4|3|5|1|4|2|9|True
463|MS|F|15|R|LE3|T|2|2|other|other|other|father|1|3|0|yes|yes|no|no|yes|yes|no|no|4|4|3|2|2|5|2|True
5|GP|M|16|U|LE3|T|4|3|services|other|reputation|mother|1|2|0|no|yes|no|yes|yes|yes|yes|no|5|4|2|1|2|5|6|True
589|MS|F|17|U|LE3|T|1|2|at_home|other|course|father|1|1|0|no|no|no|no|yes|yes|yes|no|5|5|1|1|1|3|0|True
614|MS|F|17|R|GT3|T|4|4|teacher|services|other|father|2|2|0|no|yes|yes|yes|yes|yes|yes|no|4|3|3|1|2|5|2|True
506|MS|F|20|U|GT3|T|3|3|at_home|services|other|mother|2|2|1|no|no|no|yes|yes|yes|yes|yes|3|3|4|2|4|3|8|True
108|GP|M|15|R|GT3|T|4|4|other|other|home|father|4|4|0|no|yes|no|yes|yes|yes|yes|yes|1|3|5|3|5|1|8|True
422|GP|F|18|U|GT3|T|3|2|services|other|home|mother|1|2|0|no|yes|no|yes|no|yes|yes|yes|3|1|2|1|2|1|4|True
84|GP|F|15|U|GT3|T|1|1|other|other|home|father|1|2|0|no|yes|no|yes|no|yes|yes|no|4|3|2|2|3|4|2|True
115|GP|M|16|U|GT3|T|4|4|teacher|teacher|course|father|1|2|0|no|yes|no|yes|yes|yes|yes|no|5|4|4|1|2|5|6|True
405|GP|F|19|U|LE3|A|2|3|at_home|other|home|other|2|1|1|no|no|no|no|yes|no|yes|no|2|2|3|3|4|5|16|True
133|GP|F|15|U|GT3|T|1|1|at_home|other|course|mother|3|1|0|no|yes|no|yes|no|yes|yes|yes|4|3|3|1|2|4|6|True
114|GP|M|15|R|GT3|T|2|1|health|services|reputation|mother|1|2|0|no|no|no|yes|yes|yes|yes|yes|5|4|2|1|1|5|4|True
387|GP|M|18|U|GT3|T|2|2|other|other|reputation|mother|1|1|0|no|no|no|no|no|yes|yes|no|5|4|2|1|2|5|6|True
253|GP|F|18|U|LE3|A|2|4|services|other|course|mother|2|2|1|no|yes|no|no|yes|yes|yes|no|4|3|3|1|1|3|18|True
557|MS|F|17|R|GT3|T|3|1|other|other|course|mother|2|2|3|no|yes|no|yes|no|yes|yes|yes|5|4|4|1|1|5|2|True
301|GP|M|18|U|GT3|T|4|3|teacher|other|course|mother|1|2|0|no|yes|no|no|no|yes|yes|no|4|3|2|1|1|3|2|True
15|GP|F|16|U|GT3|T|4|4|health|other|home|mother|1|1|0|no|yes|no|no|yes|yes|yes|no|4|4|4|1|2|2|6|True
608|MS|F|18|U|LE3|A|1|1|at_home|services|course|mother|1|2|0|no|no|no|no|yes|yes|no|yes|5|2|3|1|2|3|2|True
319|GP|M|18|U|GT3|T|4|4|teacher|services|home|mother|2|1|0|no|no|no|yes|yes|yes|yes|no|3|2|4|1|4|3|6|True
